# DURATION     TID     FUNCTION
  10.721 us [ 63010] |       } /* sfuse_readdir_cb */
  19.967 us [ 63010] |       /* linux:schedule */
  13.968 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.259 us [ 63010] |           fuse_get_context();
   1.006 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.241 us [ 63010] |           strcmp();
   0.622 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.943 us [ 63010] |             lseek();
   1.673 us [ 63010] |             read();
   3.190 us [ 63010] |           } /* disk_read */
   3.463 us [ 63010] |         } /* inode_load */
   0.160 us [ 63010] |         memset();
   6.169 us [ 63010] |       } /* sfuse_getattr_cb */
  21.560 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.276 us [ 63010] |           fuse_get_context();
   0.943 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.240 us [ 63010] |           strcmp();
   0.617 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.889 us [ 63010] |             lseek();
   1.593 us [ 63010] |             read();
   3.017 us [ 63010] |           } /* disk_read */
   3.275 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.698 us [ 63010] |             lseek();
   1.481 us [ 63010] |             read();
   2.702 us [ 63010] |           } /* disk_read */
   2.932 us [ 63010] |         } /* read_block */
   0.129 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
  11.418 us [ 63010] |       } /* sfuse_readdir_cb */
   9.549 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.227 us [ 63010] |           fuse_get_context();
   0.796 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.162 us [ 63010] |           strcmp();
   0.485 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.891 us [ 63010] |             lseek();
   1.508 us [ 63010] |             read();
   2.934 us [ 63010] |           } /* disk_read */
   3.208 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.653 us [ 63010] |             lseek();
   1.415 us [ 63010] |             read();
   2.581 us [ 63010] |           } /* disk_read */
   2.870 us [ 63010] |         } /* read_block */
   0.135 us [ 63010] |         strcmp();
   0.122 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
   9.486 us [ 63010] |       } /* sfuse_readdir_cb */
  12.598 us [ 63010] |       /* linux:schedule */
  10.243 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.257 us [ 63010] |           fuse_get_context();
  26.631 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.243 us [ 63010] |           strcmp();
   0.663 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   1.008 us [ 63010] |             lseek();
   2.059 us [ 63010] |             read();
   3.653 us [ 63010] |           } /* disk_read */
   3.922 us [ 63010] |         } /* inode_load */
   0.187 us [ 63010] |         memset();
  32.245 us [ 63010] |       } /* sfuse_getattr_cb */
  17.669 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.285 us [ 63010] |           fuse_get_context();
   0.945 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.225 us [ 63010] |           strcmp();
   0.542 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.857 us [ 63010] |             lseek();
   1.605 us [ 63010] |             read();
   2.986 us [ 63010] |           } /* disk_read */
   3.243 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.684 us [ 63010] |             lseek();
   1.452 us [ 63010] |             read();
   2.643 us [ 63010] |           } /* disk_read */
   2.898 us [ 63010] |         } /* read_block */
   0.128 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
  10.743 us [ 63010] |       } /* sfuse_readdir_cb */
  14.199 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.254 us [ 63010] |           fuse_get_context();
   0.891 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.229 us [ 63010] |           strcmp();
   0.551 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.953 us [ 63010] |             lseek();
   1.574 us [ 63010] |             read();
   3.044 us [ 63010] |           } /* disk_read */
   3.320 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.655 us [ 63010] |             lseek();
   1.429 us [ 63010] |             read();
   2.596 us [ 63010] |           } /* disk_read */
   2.839 us [ 63010] |         } /* read_block */
   0.143 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
   9.617 us [ 63010] |       } /* sfuse_readdir_cb */
  11.009 us [ 63010] |       /* linux:schedule */
   9.714 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.261 us [ 63010] |           fuse_get_context();
   0.890 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.224 us [ 63010] |           strcmp();
   0.550 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.929 us [ 63010] |             lseek();
   1.787 us [ 63010] |             read();
   3.273 us [ 63010] |           } /* disk_read */
   3.550 us [ 63010] |         } /* inode_load */
   0.161 us [ 63010] |         memset();
   5.928 us [ 63010] |       } /* sfuse_getattr_cb */
  17.068 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.235 us [ 63010] |           fuse_get_context();
   0.816 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.237 us [ 63010] |           strcmp();
   0.553 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.873 us [ 63010] |             lseek();
   1.702 us [ 63010] |             read();
   3.119 us [ 63010] |           } /* disk_read */
   3.404 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.796 us [ 63010] |             lseek();
   1.450 us [ 63010] |             read();
   2.761 us [ 63010] |           } /* disk_read */
   2.986 us [ 63010] |         } /* read_block */
   0.128 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
   0.119 us [ 63010] |         strcmp();
  10.894 us [ 63010] |       } /* sfuse_readdir_cb */
  12.675 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.259 us [ 63010] |           fuse_get_context();
   0.855 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.229 us [ 63010] |           strcmp();
   0.540 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.896 us [ 63010] |             lseek();
   1.582 us [ 63010] |             read();
   3.110 us [ 63010] |           } /* disk_read */
   3.383 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.646 us [ 63010] |             lseek();
   1.396 us [ 63010] |             read();
   2.549 us [ 63010] |           } /* disk_read */
   2.789 us [ 63010] |         } /* read_block */
   0.146 us [ 63010] |         strcmp();
   0.119 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
   9.544 us [ 63010] |       } /* sfuse_readdir_cb */
  10.836 us [ 63010] |       /* linux:schedule */
  10.637 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.254 us [ 63010] |           fuse_get_context();
   0.855 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.165 us [ 63010] |           strcmp();
   0.481 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.872 us [ 63010] |             lseek();
   1.704 us [ 63010] |             read();
   3.114 us [ 63010] |           } /* disk_read */
   3.403 us [ 63010] |         } /* inode_load */
   0.161 us [ 63010] |         memset();
   5.662 us [ 63010] |       } /* sfuse_getattr_cb */
  17.371 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.256 us [ 63010] |           fuse_get_context();
   0.851 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.228 us [ 63010] |           strcmp();
   0.552 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.892 us [ 63010] |             lseek();
   1.591 us [ 63010] |             read();
   3.046 us [ 63010] |           } /* disk_read */
   3.319 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.703 us [ 63010] |             lseek();
   1.464 us [ 63010] |             read();
   2.688 us [ 63010] |           } /* disk_read */
   2.919 us [ 63010] |         } /* read_block */
   0.131 us [ 63010] |         strcmp();
   0.119 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
  10.722 us [ 63010] |       } /* sfuse_readdir_cb */
  12.333 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.221 us [ 63010] |           fuse_get_context();
   0.807 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.148 us [ 63010] |           strcmp();
   0.446 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.879 us [ 63010] |             lseek();
   1.521 us [ 63010] |             read();
   2.951 us [ 63010] |           } /* disk_read */
   3.224 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.647 us [ 63010] |             lseek();
   1.417 us [ 63010] |             read();
   2.574 us [ 63010] |           } /* disk_read */
   2.814 us [ 63010] |         } /* read_block */
   0.132 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
   9.309 us [ 63010] |       } /* sfuse_readdir_cb */
  12.403 us [ 63010] |       /* linux:schedule */
   9.297 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.258 us [ 63010] |           fuse_get_context();
   0.893 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.218 us [ 63010] |           strcmp();
  10.232 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.990 us [ 63010] |             lseek();
   1.856 us [ 63010] |             read();
   3.463 us [ 63010] |           } /* disk_read */
   3.738 us [ 63010] |         } /* inode_load */
   0.186 us [ 63010] |         memset();
  15.843 us [ 63010] |       } /* sfuse_getattr_cb */
  17.679 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.248 us [ 63010] |           fuse_get_context();
   0.870 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.219 us [ 63010] |           strcmp();
   0.538 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.871 us [ 63010] |             lseek();
   1.681 us [ 63010] |             read();
   3.092 us [ 63010] |           } /* disk_read */
   3.378 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.746 us [ 63010] |             lseek();
   1.474 us [ 63010] |             read();
   2.727 us [ 63010] |           } /* disk_read */
   2.962 us [ 63010] |         } /* read_block */
   0.126 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
  10.804 us [ 63010] |       } /* sfuse_readdir_cb */
  12.375 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.256 us [ 63010] |           fuse_get_context();
   0.847 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.186 us [ 63010] |           strcmp();
   0.485 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.895 us [ 63010] |             lseek();
   1.665 us [ 63010] |             read();
   3.122 us [ 63010] |           } /* disk_read */
   3.390 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.668 us [ 63010] |             lseek();
   1.390 us [ 63010] |             read();
   2.563 us [ 63010] |           } /* disk_read */
   2.816 us [ 63010] |         } /* read_block */
   0.141 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
   9.525 us [ 63010] |       } /* sfuse_readdir_cb */
  12.980 us [ 63010] |       /* linux:schedule */
   9.727 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.239 us [ 63010] |           fuse_get_context();
   0.836 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.160 us [ 63010] |           strcmp();
   0.475 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.987 us [ 63010] |             lseek();
   1.656 us [ 63010] |             read();
   3.166 us [ 63010] |           } /* disk_read */
   3.453 us [ 63010] |         } /* inode_load */
   0.161 us [ 63010] |         memset();
   5.703 us [ 63010] |       } /* sfuse_getattr_cb */
  17.521 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.220 us [ 63010] |           fuse_get_context();
   0.819 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.204 us [ 63010] |           strcmp();
   0.516 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.858 us [ 63010] |             lseek();
   1.666 us [ 63010] |             read();
   3.047 us [ 63010] |           } /* disk_read */
   3.329 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.734 us [ 63010] |             lseek();
   1.599 us [ 63010] |             read();
   2.844 us [ 63010] |           } /* disk_read */
   3.087 us [ 63010] |         } /* read_block */
   0.127 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
   0.118 us [ 63010] |         strcmp();
  10.800 us [ 63010] |       } /* sfuse_readdir_cb */
  12.632 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.235 us [ 63010] |           fuse_get_context();
   0.800 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.165 us [ 63010] |           strcmp();
   0.471 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.932 us [ 63010] |             lseek();
   1.569 us [ 63010] |             read();
   3.050 us [ 63010] |           } /* disk_read */
   3.329 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.642 us [ 63010] |             lseek();
   1.402 us [ 63010] |             read();
   2.556 us [ 63010] |           } /* disk_read */
   2.806 us [ 63010] |         } /* read_block */
   0.143 us [ 63010] |         strcmp();
   0.118 us [ 63010] |         strcmp();
   0.119 us [ 63010] |         strcmp();
   9.449 us [ 63010] |       } /* sfuse_readdir_cb */
  12.236 us [ 63010] |       /* linux:schedule */
  10.749 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.257 us [ 63010] |           fuse_get_context();
   0.863 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.160 us [ 63010] |           strcmp();
   0.486 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   1.007 us [ 63010] |             lseek();
   1.639 us [ 63010] |             read();
   3.177 us [ 63010] |           } /* disk_read */
   3.465 us [ 63010] |         } /* inode_load */
   0.161 us [ 63010] |         memset();
   5.748 us [ 63010] |       } /* sfuse_getattr_cb */
  16.310 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.254 us [ 63010] |           fuse_get_context();
   0.826 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.193 us [ 63010] |           strcmp();
   0.511 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.881 us [ 63010] |             lseek();
   1.643 us [ 63010] |             read();
   3.066 us [ 63010] |           } /* disk_read */
   3.353 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.679 us [ 63010] |             lseek();
   1.606 us [ 63010] |             read();
   2.795 us [ 63010] |           } /* disk_read */
   3.033 us [ 63010] |         } /* read_block */
   0.130 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
   0.123 us [ 63010] |         strcmp();
  10.679 us [ 63010] |       } /* sfuse_readdir_cb */
  14.242 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.260 us [ 63010] |           fuse_get_context();
   0.871 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.197 us [ 63010] |           strcmp();
   0.498 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.890 us [ 63010] |             lseek();
   1.549 us [ 63010] |             read();
   2.988 us [ 63010] |           } /* disk_read */
   3.277 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.646 us [ 63010] |             lseek();
   1.439 us [ 63010] |             read();
   2.594 us [ 63010] |           } /* disk_read */
   2.838 us [ 63010] |         } /* read_block */
   0.141 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
   9.427 us [ 63010] |       } /* sfuse_readdir_cb */
  12.530 us [ 63010] |       /* linux:schedule */
   9.083 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.243 us [ 63010] |           fuse_get_context();
   0.801 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.148 us [ 63010] |           strcmp();
   0.459 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.909 us [ 63010] |             lseek();
   1.908 us [ 63010] |             read();
  12.123 us [ 63010] |           } /* disk_read */
  12.428 us [ 63010] |         } /* inode_load */
   0.184 us [ 63010] |         memset();
  14.657 us [ 63010] |       } /* sfuse_getattr_cb */
  16.334 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.245 us [ 63010] |           fuse_get_context();
   0.862 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.238 us [ 63010] |           strcmp();
   0.544 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.895 us [ 63010] |             lseek();
   1.631 us [ 63010] |             read();
   3.067 us [ 63010] |           } /* disk_read */
   3.354 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.669 us [ 63010] |             lseek();
   1.524 us [ 63010] |             read();
   2.712 us [ 63010] |           } /* disk_read */
   2.950 us [ 63010] |         } /* read_block */
   0.130 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
   0.120 us [ 63010] |         strcmp();
  10.673 us [ 63010] |       } /* sfuse_readdir_cb */
  10.214 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.213 us [ 63010] |           fuse_get_context();
   0.816 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.187 us [ 63010] |           strcmp();
   0.504 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.933 us [ 63010] |             lseek();
   1.566 us [ 63010] |             read();
   3.076 us [ 63010] |           } /* disk_read */
   3.364 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.651 us [ 63010] |             lseek();
   1.429 us [ 63010] |             read();
   2.579 us [ 63010] |           } /* disk_read */
   2.827 us [ 63010] |         } /* read_block */
   0.134 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
   9.478 us [ 63010] |       } /* sfuse_readdir_cb */
  12.556 us [ 63010] |       /* linux:schedule */
  94.149 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.261 us [ 63010] |           fuse_get_context();
   0.968 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.221 us [ 63010] |           strcmp();
   0.537 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.951 us [ 63010] |             lseek();
   2.802 us [ 63010] |             read();
   4.319 us [ 63010] |           } /* disk_read */
   4.616 us [ 63010] |         } /* inode_load */
   0.157 us [ 63010] |         memset();
   7.092 us [ 63010] |       } /* sfuse_getattr_cb */
 109.659 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.239 us [ 63010] |           fuse_get_context();
   0.838 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.196 us [ 63010] |           strcmp();
   0.509 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.853 us [ 63010] |             lseek();
   1.742 us [ 63010] |             read();
   3.153 us [ 63010] |           } /* disk_read */
   3.429 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.818 us [ 63010] |             lseek();
   1.490 us [ 63010] |             read();
   2.815 us [ 63010] |           } /* disk_read */
   3.058 us [ 63010] |         } /* read_block */
   0.128 us [ 63010] |         strcmp();
   0.121 us [ 63010] |         strcmp();
   0.126 us [ 63010] |         strcmp();
  10.966 us [ 63010] |       } /* sfuse_readdir_cb */
  76.375 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.210 us [ 63010] |           fuse_get_context();
   0.748 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.145 us [ 63010] |           strcmp();
   0.436 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.803 us [ 63010] |             lseek();
   1.495 us [ 63010] |             read();
   2.829 us [ 63010] |           } /* disk_read */
   3.092 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.641 us [ 63010] |             lseek();
   1.309 us [ 63010] |             read();
   2.423 us [ 63010] |           } /* disk_read */
   2.649 us [ 63010] |         } /* read_block */
   0.167 us [ 63010] |         strcmp();
   0.111 us [ 63010] |         strcmp();
   0.111 us [ 63010] |         strcmp();
   8.817 us [ 63010] |       } /* sfuse_readdir_cb */
 106.461 us [ 63010] |       /* linux:schedule */
 276.755 us [ 63010] |       /* linux:schedule */
  27.479 us [ 63010] |       /* linux:schedule */
  22.691 us [ 63010] |       /* linux:schedule (pre-empted) */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.270 us [ 63010] |           fuse_get_context();
   1.379 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.242 us [ 63010] |           strcmp();
   0.652 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   1.147 us [ 63010] |             lseek();
   2.474 us [ 63010] |             read();
   4.153 us [ 63010] |           } /* disk_read */
   4.451 us [ 63010] |         } /* inode_load */
   0.172 us [ 63010] |         memset();
   7.628 us [ 63010] |       } /* sfuse_getattr_cb */
  30.369 us [ 63010] |       /* linux:schedule (pre-empted) */
 104.923 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.659 us [ 63010] |           fuse_get_context();
   3.140 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.241 us [ 63010] |           strcmp();
   0.781 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   1.554 us [ 63010] |             lseek();
   3.155 us [ 63010] |             read();
   5.545 us [ 63010] |           } /* disk_read */
   5.967 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.446 us [ 63010] |             lseek();
   1.863 us [ 63010] |             read();
   2.901 us [ 63010] |           } /* disk_read */
   3.265 us [ 63010] |         } /* read_block */
   0.143 us [ 63010] |         strcmp();
   0.224 us [ 63010] |         strcmp();
   0.118 us [ 63010] |         strcmp();
  18.232 us [ 63010] |       } /* sfuse_readdir_cb */
  14.119 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_readdir_cb() {
            [ 63010] |         get_fs_context() {
   0.155 us [ 63010] |           fuse_get_context();
   0.528 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.120 us [ 63010] |           strcmp();
   0.415 us [ 63010] |         } /* fs_resolve_path */
            [ 63010] |         inode_load() {
            [ 63010] |           disk_read() {
   0.418 us [ 63010] |             lseek();
   0.885 us [ 63010] |             read();
   1.867 us [ 63010] |           } /* disk_read */
   2.102 us [ 63010] |         } /* inode_load */
            [ 63010] |         read_block() {
            [ 63010] |           disk_read() {
   0.395 us [ 63010] |             lseek();
   0.811 us [ 63010] |             read();
   1.707 us [ 63010] |           } /* disk_read */
   1.975 us [ 63010] |         } /* read_block */
   0.114 us [ 63010] |         strcmp();
   0.110 us [ 63010] |         strcmp();
   0.143 us [ 63010] |         strcmp();
   7.016 us [ 63010] |       } /* sfuse_readdir_cb */
  70.133 us [ 63010] |       /* linux:schedule */
 181.393 us [ 63010] |       /* linux:schedule */
            [ 63010] |       sfuse_getattr_cb() {
            [ 63010] |         get_fs_context() {
   0.159 us [ 63010] |           fuse_get_context();
   0.452 us [ 63010] |         } /* get_fs_context */
            [ 63010] |         fs_resolve_path() {
   0.124 us [ 63010] |           strcmp();
   0.297 us [ 63010] |           strdup();
   0.616 us [ 63010] |           strtok();
   0.478 us [ 63010] |           malloc();
            [ 63010] |           dir_load() {
            [ 63010] |             inode_load() {
            [ 63010] |               disk_read() {
